text,label
FEVRIER 2019 A AOUT 2019,Experience
"Centre Hospitalier Universitaire, Poitiers (86000)",Experience
"2021 Hotel Manager - Hétellerie Saint Yves, Chartres (FR) (1 year)",Experience
* Vidéos corporates,Experience
Relation Client,Skills
Interne en Pharmacie clinique et hospitaliére - Service de Maladies Infectieuses,Experience
2000/2002 : Niveau Bac+2 Secrétaire pour des associations,Education
Préparer et donner un repas a l'enfant Procéder a la,Experience
octobre 2011- octobre 2013 : Responsable Fiscal CER FRANCE Midi Méditerranée,Experience
"commerciaux, contréle de gestion, RH, Juridique, harmonisation des ¢établissements,",Experience
OF-TaWZ-) |,Skills
«Etude et conception d’un réservoir a toit flottant double Deck 50000 m3».,Education
maintenance préventive.,Experience
Lille.,Experience
EE,Skills
"Service Marketing,Service RH,Service achat, Commercial",Experience
2019 - Employé Polyvalent Zara homme PARIS CHATELET,Experience
2005 — 2006 Brevet des Colleges,Education
"Stage ouvrier de 6 semaines en exploitation porcine,",Experience
communiquer avec les différents acteurs,Skills
Techniques de communication (Non évalué),Skills
janvier 2019 - février 2019,Experience
Stage de développement Blockchain,Experience
"e SAP Hana, Business",Skills
De mai 2019 a juin Assistant de direction,Experience
De juin 2017 a Interne en pharmacie,Experience
Organisé,Skills
o _Relances téléphoniques et e-mails,Experience
Espagnol :,Skills
segmentation,Skills
v BACSTL- 2001,Education
Lycée Charles de Gaulle Vannes | Septembre 2014- Juin 2017,Education
- Acheminement des livraisons,Skills
e Gestion prévisionnelle des emplois et des compétences,Experience
Rigoureux,Skills
- Veilles,Experience
"d'inventaire, gestion de stocks...)",Experience
+ Spécialisations : SVT/Mathématiques.,Education
Contrat d'apprentissage - 2021 - présent,Experience
e Contréler les allegements de charges sociales,Education
2018 (3 mois) : Assistance au projet CAMTEL (NBN2),Education
vY Implantation de rayons,Skills
21/05/2018-23/06/2018 et 28/01/2019 -23/03/2019,Experience
e Baccalauréat sciences et technologies de la santé et du social,Education
"Explications détaillées des machines a écrire, a calculer et comptables.",Experience
"e Relations avec les agents commerciaux, les transporteurs, les courtiers.",Experience
Aider et accompagner les personnes Ggées dans leurs démarches,Experience
(Reporting),Experience
"+ Utilisation d'engin de manutention non motorisé, mise en rayon",Skills
> Contact clients,Skills
*  Chargement camions,Experience
"Management, communication Commerciale, Analyses de",Education
STAGE DE PROSPECTION,Experience
la Supply Chain.,Experience
2016/2017 - Agent Aéroportuaire N’évents,Experience
e Winner of the national championship Captains of Russia (2016),Skills
Création d’un jeu vidéo de type rogue like en C#,Experience
s'en prémunir,Education
"> |was also tasked with supporting other platforms, which includes site visits for new builds and support",Experience
= Suivis des encaissements,Skills
Distribution de logiciel encaissement,Experience
> Participation aux réunions d’innovations techniques pour,Skills
entretiens au seins de PREDICTIS-,Experience
» Expression de Besoin Client,Skills
BIA (Aéronautique),Experience
Thermiques / Etudes Acoustiques / RICT...),Skills
"¢ Market Research: Forecasted market size by cross validating internal data and external information,",Experience
EM Strasbourg,Education
Pack Office & Suite Adobe,Skills
SMART a& Hambach,Skills
e Tempo,Skills
"- ESPAGNOL, niveau satisfaisant BTS LV2",Skills
2016 - 2017 : année effectuée en Erasmus au Trinity,Education
PPA BUSINESS SCHOOL - Paris (ALTERNANCE),Education
Anglais Courant professionnel,Skills
Juillet 2018 Chargé d’Opérations USID (contractuel),Experience
2017/ 2019 : Master 1 et Master 2 a l'Institut supérieur du Commerce International de Dunkerque (ISCID-CO) en,Education
"télephonique et physique, gestion de caisse, autonomie)",Experience
e Suivre l'état des stocks,Skills
Accueillir les clients,Skills
Conscience Robotics ¢ Création des supports de,Experience
Espagnol niveau B1 certifié,Skills
"management de 95 personnes, participation projets, préparation audits qualité, gestion du",Experience
e relation avec des prestataires externes,Experience
"e Javascript, NodeJS",Skills
Stage d'observation,Experience
Baccalauréat (2002),Skills
CHEMINEES AXIS — Mai 2015,Experience
Ecole Pigier BTS Action Commerciale,Education
"Recrutement du personnel, gestion des litiges et des plannings",Experience
De septembre 2014 4 juillet 2015 Lycée Charles Baudelaire Evry-courcouronne,Education
Taches liées a ce poste Les atouts,Skills
défis.,Skills
Caisse d'Epargne (CEAPC) | Septembre 2019 - Septembre 2020,Experience
* Writing briefs for the website and community management,Experience
"» Tres bonne communication, discréte",Skills
Adaptabilité,Skills
BBA EDHEC Business School,Education
"Organisation et participation salon SIRHA 2015, Création étiquettes,",Experience
© Mise en projet externalisé/sous-traité : moteur bioéthanol (marché Sud-Ameéricain),Experience
= Equilibrer la cadence des moyens de production,Experience
Je suis capable de me servir des logiciels suivants :,Skills
2015 a juillet Pour des particuliers Paris,Experience
intend.,Experience
Ponctualité eee,Skills
Depuis Mars 2019: Ingénieur Recette Applicative | Tenor Softwar Factory,Experience
"= Veille Documentaire — Actualiser l'affichage, les informations, les plaquettes publicitaires mises a la disposition des visiteurs",Skills
"Décembre 2013-Juillet 2014 : Stages universitaires (H6pitaux :Dantec, Abass NDAW, Fann)",Experience
Lycée Albert Chatelet,Education
Gestion administrative,Skills
"Motivée, Dynamique, sens de la communication et de |’écoute, polyvalente, je",Skills
SERVEUR,Experience
3. MONITORING,Skills
Espagnol,Skills
2019 - 2020+,Education
Arabe (B2),Skills
mise en place d'un systeme de,Experience
"participatif, élaboration d'une communauté et d'un projet économique pour faire",Experience
= Déléguée médicale (équipements médicaux),Experience
GENERAL:,Experience
autonome,Skills
Anglais : niveau B1,Skills
- Statistiques,Education
Y Organisation des chantiers extérieurs,Experience
"Equipier polyvalent pendant 2 ans et demi, ce travail m'a permis de me",Experience
» ~Réassort du magasin,Experience
2018-2019: Titre professionnel Web Designer,Education
Frangais : Bilingue,Skills
"2019-2020 : Baccalauréat avec Mention, spécialisation",Education
College Salette 4 Montréal,Education
10/2014 e LA PARISIENNE,Experience
"internationale, Gconomie de la banque, mathématiques financicres, statistiques,",Skills
a> 60%,Skills
"Juin 2014 : Magasinier — cariste, Chocmod, Roncq",Experience
Accompagnement dans les démarches administratives,Experience
Carrefour contact - saisonnier. (4 mois 2016) - Enployée commerciale,Experience
1993-1996 Formatrice Formation,Experience
Surveillance du péle pédagogie informatique et soutien en,Experience
BERTHET Volailles a Montagny (1991-1997),Experience
"Thesis title "" Towards a management system for higher",Education
"ton, Bruxelles, Juillet 2019.",Experience
Juin 2011 Stage de découverte en entreprise,Experience
10/2009 - 06/2012 Agent d'accueil - Direction régionale de l'agriculture (Sénégal),Experience
» Mise en place de promotions,Experience
"training, driver developpement for radio",Experience
"Accueil physique et téléphonique, renseignements, prise de rendez-vous , secrétariat commande de fournitures,",Experience
cosmétiques et de soins personnels - Mae Fah,Experience
BACCALAUREAT STMG OPTION GESTION — FINANCE | 2016,Education
FRANCAIS : Bilingue,Skills
o Rapport et KPI,Experience
"Acheteur en contrat pro Groupe ZEFI Service Achat Guérande, France /",Experience
d’affaire et la marge.,Experience
Responsabilités,Experience
Chauffeur SPL - Livraisons de nuit juin 2014,Experience
= CEJM ( Culture économique juridique et managériale),Education
BOUCHERIES ANDRE - L'Isle d’Abeau,Experience
O' KIOSK ARTISAN GLACIER : JUILLET - SEPTEMBRE 2021 / MAI - AOUT 2022,Experience
Linguistiques,Skills
072013,Education
2001-2004,Experience
ANIMATION,Experience
équivalent -,Education
Sérieux,Skills
p deft ' L suivre lenvoi des colis,Experience
* Accueil physique et en téléphone du public tout en répondant a leurs questions/demandes,Experience
CDI : 3 ans),Experience
AGENT DE SECURITE : Centre commercial (Centre Bourse),Experience
Montpellier II.,Education
En charge du développement de la conception et Formation d'ingénieur a |'UTBM (Universi- de,Experience
"— assistant technique et responsable de secteur, communication interpersonnel,",Education
Employé polyvalent de restauration,Experience
les méthodes de management au sein du groupe.,Experience
e Bilan,Experience
- Réponse aux appels d’offres,Skills
"MYDESIGN Gerer une équipe, des plannings, des reapprovisionnements, un stock,",Experience
= Développement d’un produit nouveau : CHAUFFAGE PAR PLINTHES. CA en 2013 de 160K€,Experience
"e Accueillir, conseiller et fidéliser la clientéle",Experience
De mars @ Vendeuse crémerie,Experience
soit — 10%,Experience
* Prise en charge de fonctions de contréleur crédit en arrivant a Londres pour la filiale GB et formation du contrdéleur crédit,Experience
L » Détecter les anomalies du processus d'approvisionnement,Experience
¢ Distribution du courrier,Experience
"o Enquéte interne : questionnaires et entretiens auprés des managers,",Experience
Projet de retour a l'emploi,Education
PROFESSEURE/FACULTE DE,Experience
Juillet 2015 — Juillet 2017 Formation Assistante Comptable a distance — Ecole Francaise de Comptabilité,Education
"Juridique en contrat de qualification 4 « Papsoon Wazz a Lille, R",Education
"option E-Commerce, E-Marketing 2020",Education
1997 |MC Ajusteur-monteur (MSMA) | (44),Education
administratives.,Experience
MANAGEMENT — COACHING — RECRUTEMENT — FORMATEUR — VENDEUR,Skills
auparavant (montages vidéo et,Skills
"Chargée ressources humaines, 01/2020 - 06/2020",Experience
e Préparation des boissons au bar.,Experience
- Intervention du domicile des personnes agée,Skills
finance (Lyon),Education
téléphone Faire les commandes Gerer les livraisons,Experience
Logistique,Skills
"Cahors (4,6) / Toulouse (31)",Education
STAGE: Technicien support,Experience
- Analyse de l'évolution des prix,Experience
Bac +5 (Master / MBA),Education
Juin 2018 - Aodt 2018 | Garde d’enfant | Domicile,Experience
Garage de Saint Léger / Carrossiére peintre,Experience
"¢ Création d'agence avec un résultat a l'équilibre et un CA de 2,7ME€ dés la lére année.",Experience
- CAP d'Esthétique a l’école Peyrefitte d’Aix les Bains en 2010,Education
les tarifs,Experience
d'ivoire,Education
Pack Office,Skills
expert sur logiciel de,Skills
Licence Administration Economique et Sociale,Education
Septembre 2016 OPC - MOEX,Experience
commerciale.,Experience
"“  Réaliser et fixer huisseries, encadrements et montants des portes /ouvertures",Skills
"Responsable d’une augmentation des ventes de 1,5ME€ a",Experience
De 2015 a 2017: Equipier polyvalent,Experience
Licence de droit | Septembre 2016 4 Juin 2020,Education
Opératrice de contionnement,Experience
"outlook ,",Skills
2003 Licence en Aménagement du territoire 4 |'Université Louis,Education
Assistante Commerciale,Experience
e Rédaction du plan de test d’intégration,Experience
journeys et d’user stories pour améliorer l'application,Experience
Agronomie),Education
d’offres,Experience
"Informatique Pack Office (Word, Excel, Power Point...)",Skills
e Amélioration du résultat d'exploitation avec un résultat financier >10%.,Experience
"Carrefour Supply chain , COMBS LA VILLE,",Experience
Albanais,Skills
"Mécanicien automobile, Academic'Auto (Bron) - de septembre 2010 a avril 2014",Experience
"prospection et suivi de la clientéle auprés des cafés, hétels, restaurants",Experience
NOV A DEC 2016/ MAI A JUIN 2015 + SEPT A DECEMBRE 2013,Experience
e Booking of crew & cast,Experience
"Réaliser des plans de cuisines, de",Skills
"logiciels (CATIA, SOLIDWORKS...).",Skills
"BAC S - Lycée Guillaume Budé, Limeil-Brévannes.",Education
ee,Skills
Pack Office,Skills
oabaeHe Assistance Clientéle,Experience
Pack office,Skills
& Réception et envoi du courrier,Experience
Capacité d'analyse et de,Skills
structures métalliques,Experience
"2016 - 2017 1@e année en Droit des Affaires — Institut Supérieur de Management ADONAI,",Education
"Développement Touristique de Cassis (S.D.T.C),",Experience
EXCEL / WORD,Skills
"2004 NIVEAU BAC PRO MECANIQUE bateau - Bac (général, technique ou",Education
"d’approvisionnement assisté par ordinateur dans 30 magasins, 2 entrepots et 1 centrale",Experience
06/2013 FORMATION E2C,Experience
SECTEUR : RESTAURATION,Experience
e Anglais (B2),Skills
Baccalauréat série G2 de oct. 2017 a juil. 2018,Education
@,Education
e Arabe: bilingue ou langue natale,Skills
= Gestions des arréts de travail,Skills
Anglais (Niveau A2),Skills
SECRETARIAT DE DIRECTION,Skills
¢ Tamoul : parle courament (langue maternelle),Skills
annuel,Skills
"e Préparation et rédaction des contenus de blog (articles, quizz, vidéos)",Experience
» Plannification,Skills
"tne : IUT Mesures physiques, Université de Poitiers (86)",Education
"minérale en utilisant une centrifugeuse, un four et une microbalance.",Experience
- gestion de l'accueil de la clientéle et de la caisse,Experience
Institut Supérieure de la Culture et des Arts(IN.SCA),Education
"travail (CDI, CDD, Intérim, Stage, apprentissage, congés, maladie,",Skills
e Montage et opérations de LBO (calcul du TRI),Education
2020-2021  Premiére Bac pro TISEC,Education
2018-2020,Education
e Italian: Professionally efficient,Skills
réseaux sociaux,Experience
> Pilotage,Skills
Peter Gird Productions - 1999,Experience
janvier 2015 = Assistante Administrative (stage)- Technivap (Lentilly),Experience
2019 hétel Nord-est,Experience
2008: BAC Professionnel comptabilité,Education
"gestion fichier 700 clients, prises de commandes, appels sortants, gestion des mails",Experience
"découpage, lancement du logiciel d'injection,",Experience
"Monts (85), Taches réalisées : Contrdle et régulation, gestion (personnel,",Experience
+ Creation site we. ago,Experience
Projet SUaaVE (s'intéressant a la voiture,Experience
Ecole ESPAS / 2017 - 2020,Education
co Formation interne.,Skills
e Gestion des stocks et des livraisons,Experience
2005 - 2006 : Vendeuse stagiaire,Experience
24 juillet 2018-24 aodt 2018 : Stage au cabinet Sakurdeep (ile Maurice),Experience
travail..etc),Skills
Stylisme/Modélisme- licence,Education
e = Saisir des variables de paies sur Excel et SILAE,Education
Organisé et rigoureux Naturel positif energique et,Skills
- Anglais : TOEIC niveau B2,Skills
IUT de Lens - Lens (62),Education
Contrdéler un produit fini,Skills
"2003 Baccalauréat Scientifique et Technique, Ile Maurice en partenariat avec l1’Université de",Education
2018 e —Assistante de 4 managers,Experience
Baccalauréat Pro Commerce,Education
>» Webmatic (2017),Skills
Lycée Jacques Prévert Boulogne Billancourt 2018-2019,Education
"EQUIPE REMPLACEMENT, COOP ALSACE",Experience
Espagnol : Moyenne,Skills
= Power Point,Skills
- Orientation scolaire.,Experience
= Prospection d'exposants,Experience
d'application web.,Experience
- Distribution de repas aux sans-abri dans la ville de Lille,Experience
AVRIL 2011-NOVEMBRE 2015,Experience
"La Medina, Orléans (45000)/ juillet 2019 - aodt 2019",Experience
Maroc - Meknés,Experience
"Missions : Force de vente, formatrice et moteur d’équipe avec développement significatif du chiffre",Experience
"¢ Suivi personnalisé des clients stratégiques nationaux et régionaux (SPIE, ENGIE, AXIMA, BOUYGUES, BLANDIN...),",Experience
"@ Service Qualité 2007 2011, Contrdleur piéces achetées, identifie",Experience
"Formation permettant de donner des cours aux premiéres années,",Experience
PHP _____——s—s—~*r,Skills
Prise de contact pour fixer des RDV sur fichier clients,Experience
attendue par l’entreprise.,Experience
- Formations sur les produits Kinvent,Experience
"* Rdle de supervision, réorganisation du registre et du stock, renouvellement du stock GB perdu.",Experience
le 08 Juillet 2011 et mon contrat a la ville de Troyes commengait le 04 Juillet 2011.,Experience
Besancon.,Education
- Accompagner I'éducatrice spécialisé dans ces taches,Experience
Stagiaire,Experience
Pose alimentation sanitaire acier électro zingué ou inox par sertissage diamétres 18 22,Experience
* Employée de service,Experience
Accompagnement des cadres commerciaux dans les organisations audovisuelles et,Experience
De septembre 2018 a juin 2020,Education
"-  Réseaux Sociaux (Facebook, Instagram)",Skills
"classement, archivage",Skills
"planning chantier, suivi de chantier)",Experience
English european section general,Education
e Vérification de l'avancement des travaux,Experience
04/2005 - 08/2010 : ALSEDIS E.LECLERC A SELESTAT,Experience
06/2019 | AGENT DE PROPRETE,Experience
"* Python, Langage C, Matlab. ee",Skills
"Vente, mise en rayon, réception de commande, soldes, inventaire, utilisation",Experience
- Gestion de projet,Education
Résultats : Réduction de 40% des écarts de temps sur SAGE Gestion de Production et augmentation du taux de,Experience
Trueba glacier,Experience
e Réalisation de taches administratives,Experience
e CSS,Skills
jour),Skills
Classe préparatoire aux Grandes Ecoles,Education
anomalies et les transmettre au service,Skills
d'allemand,Skills
"e Périmétre de responsabilités : Agence commerciale, plateforme logistique régionale, site multicanal.",Experience
- Informatique:,Skills
Mise a jour des dossiers client,Experience
Objects,Skills
Maison de la formation - Poitiers,Education
Restaurant? CARINE’ - 75010 Paris,Experience
"Bénévole a la Croix Rouge Frangaise, Marseille. Juin 2016",Experience
Licence Informatique | septembre 2020 - mai 2022,Education
aupres d'entreprises B2C et B2B,Experience
": Depuis 1994, fabrication de transmissions.",Experience
Assesseur aux élections régionales et,Experience
Enquéte de satisfaction client,Experience
Sept 1981-mai 1983 C.F.A. CARLES VERNET,Education
processes.,Experience
> Reporting et suivi des actions,Experience
Fynression orale : B1,Skills
Université Adam Barka,Education
points problématiques du processus et réduire le nombre,Experience
-tire et mets sur fils,Experience
2009 cqp,Education
Janvier 2018 a Avril 2018 : Commercial sédentaire ORIGA METAL (Rezé),Experience
"rangement du showroom, etc.",Experience
professeure de chimie.,Experience
Réhabilitation de 3 niveaux existants et extension en RDC en site occupé,Experience
"2021-2022, en ligne",Education
- Accompagnement a la vie active.,Experience
"» Organisation d'événements : conférences, forum ...",Skills
Indonésien,Skills
Option SVT,Education
"Pc/Server hardware installations & rebuilds, Anti Virus, 3rd party applications, Active Directory, Firewall",Experience
Animation,Experience
Francais eee008,Skills
e Optimisation des temps et coUts de production,Experience
Langue Maternelle,Skills
Curriculum-vitae mis en ligne,Education
2003/2004 YOPLAIT Responsable merchandising régional (région Parisienne et,Experience
"propriétaire (bar, bar de plage, restaurant, boite de nuit,",Experience
e Canva,Skills
Coiffure,Education
2010 - 2013: Etudiante infirmiére a l'Institut de Formation en,Education
« Nettoyage et entretien du magasin et du,Experience
TOEIC 670/980 — S.S.T (Octobre 2018),Skills
Stagiaire de validation professionnelle,Experience
INTERNATIONAL.,Experience
Volonté et appétence pour,Skills
Organiser la communication externe,Skills
Au 30/06/2018 — Stagiaire,Experience
Gourm’EDHEC.,Education
"2014-2018 Project Manager ,,Cchambre de Commerce Italienne de Lyon“:",Experience
+ Vente de prestations digitales,Experience
"tournée (ciblage, interlocuteurs, préparation de dossiers",Skills
"tion du Marketing mix, visite au salon professionel",Experience
Encadrement des enfants,Experience
12/2016 - 12/2017 : MAIRIE DE LUNEL-VIEL,Experience
(or-)o)-(el] K--eoM- [el] 91-10 TCA,Skills
de cléture mensuels et annuels,Experience
- Transition interne d’informations,Experience
= 2012-2015 : « Ashrafieh 442 » centre résidentiel (8M$),Experience
Respect du cahier des charges :,Experience
Comptables (CRIDEC ; 400 abonnés),Experience
"La poésie débouche / Radio Canut, Lyon",Experience
CDD,Experience
BTS Conception de Produits Industriels en alternance,Education
2023 - 2024,Education
cadre de ma deuxiéme année a 'ISTC,Experience
"electricité, Cote d’lvoire | 1990-1994",Education
Cheffe de groupe Performance Energétique des,Experience
Etablissement Maréchal Gennevilliers,Experience
"géographique (départements 33, 47, 24, 40, 64, 17 et 86).",Experience
= Contréler l'application des procédures du magasin,Skills
"2010 Serveuse dans un café, Montreuil",Experience
SNC LAVALIN-IIIkirch (Dpt.67),Experience
"Techniques de médiation, de prévention et de gestion de conflits",Experience
"Prototypage, essais de mise en oeuvre, validations",Experience
MOOC - INTRODUCTION TO TOURISM - INDUSTRY MANAGEMENT,Education
miner les critéres de représentations graphiques qui permettent,Experience
nouveaux collaborateurs sur le dernier site ....,Experience
Master of Science Finance et Gestion de patrimoine immobilier,Education
* Gestion comptes clés de la grande distribution du bricolage,Experience
JANVIER - MARS 2022,Experience
* Tenus d'espace de travail propre,Experience
SARL BIDOU (47) : 2010 (2mois),Experience
e Ponctuelle,Skills
"remplissage de places de vente, cariste sur chariot type 5, préparation de",Experience
eAffinity Designer & Photo,Skills
BIESSE GROUP FRANCE HONFLEUR (14) 1994 - 1996,Experience
2014 Formation d'anglais 40 heures — Niveau intermédiaire,Education
respecter les regles d,Skills
> Budget : 750K€ - management 12 personnes,Experience
Anglais : Notions (niveau A1/A2),Skills
e Formation-conseils-accompagnement : entreprises adhérentes,Experience
Commerciaux,Education
Equipier,Experience
"HOMKI-IMMOBILIER (MARSEILLE, FRANCE) 2022-",Experience
HT 2021: 497 544 €).,Experience
"2002 - 2006 : Transport ,espace vert , route , Mairie de Carpentras COVE",Experience
2002-2003 BAC STI GENIE ELECTRONIQUE,Education
Nouvelles Vagues (Boulogne-sur-Mer),Experience
"plans, dossiers de définition",Skills
Anglais,Skills
Chauffeur livreur PL es vl chef de quai de nuit actuellement toujours chez canavese je voudrais voir,Experience
Contréle de la Souscription des Affaires Nouvelles Mrh-Gav,Experience
2012-2014 (Missions ponctuelles intérim),Experience
2007-2009 Commis et second de cuisine - Hétel Le Beau Site -,Experience
Niveau pré-intermédiaire,Skills
"* Curious, willing to listen",Skills
CONSEILLER DE VENTE,Experience
Anglais Niveau Scolaire,Skills
des clients vers les salles,Experience
"o Facturation (classement, enregistrement, comptabilisation)",Experience
Formateur et référent Concerto (SIRH),Experience
JARDINS DE CASSIOPEE — AA INGENIERIE PROMOTION — 670 000 € - G.O.,Experience
Développement personnel.,Experience
Rédaction - Stratégie des marques - RP et,Education
e Définir des besoins en approvisionnement,Skills
e Figma,Skills
"Logiciel de CAO | Pro Engeneer, SolidWorks, CATIA",Skills
- Missions de communication : gestion de la page,Experience
"%, du taux de service de 12%,",Experience
aujourd'hui: auto-,Education
psychologique.,Skills
9 Léery,Experience
Ne TM ae le Cl:,Skills
CEDEO 44 NANTES DIRECTEUR CENTRE DE PROFIT MULTI-SITES actin,Experience
renouvelables. Prise de PdM sur un contexte concurrentiel fort.,Experience
e Adaptation de support et pose de carrelage,Experience
Baccalauréat Economique i,Education
e Saisie de factures,Experience
e Gérer les canaux de communication,Experience
» Anglais - Intermédiaire,Skills
Management,Skills
Management et accompagnement,Skills
Bac S [2016-2018] “Mention bien” (Good mention in English),Education
"> Perfectionnement Word, Excel, Outlook chez City formation, 2015",Skills
Fonction : Responsable Qualité MOA,Experience
> Intervention en astreinte sur tout ile de France,Experience
> Traitement des mailings et actions commerciales diverses avec l’équipe commerciale,Experience
Montage vidéo avec CapCut,Skills
lancé dans le marché,Experience
ENROBALP sept a décembre 2013,Experience
Armée de |'Air,Education
"Dalian, Chine",Education
Suivi du plan media national/local,Skills
Nettoyage et entretien tous types de sols,Skills
¢ Russian - fluent,Skills
2013-2014 Master 2 Management en Ressources Humaines en alternance (568,Education
Malysia car décembre 2015- a septembre 2018,Experience
nationale de droit et de,Education
Mission:,Experience
CAP - AGENT DE PROPRIETE ET HYGIENE / 2008,Education
» Segmentation de clients du site e-commerce Olist.,Experience
2019 - 2021 (2ans),Experience
"Vente fleurs, gestion et rotation des stocks, réapprovisionnement marchandise et",Experience
de massages et de travail. 1992 | 1998,Experience
"Aa mai 2013 Université d'Etat de Moldavie (USM) Chisinau, Moldavie",Education
"professeur de francais lors de ""Summer Camps""",Experience
01/07 /20 — 31/07/20,Experience
| MOULISTE SUR CN |,Experience
BTS Support a l’action managériale (SAM) 2019 - 2021,Education
Native or bilingual proficiency,Skills
"Jan2015. — Mai2019. BETREC IG, bureau d’étude TCE",Experience
"e@ Activités de logistique en piéces hydrauliques, vestimentaires de sport, en fournitures pour le batiment et les",Experience
Création de supports visuels,Experience
"01/09/2012 Assistant - Middle East And Africa Bank (Beyrouth, Liban) :",Experience
"Clients : Total, BP, Wintershall",Experience
Analyse des situations Accompagnement éducatif,Skills
servers to strict SLA’s,Experience
"2014 Maitrise en droit, spécialité droit civil et",Education
"Paris Autograf, Paris",Education
a,Skills
6 mois Statut : Ingénieur en sismologie - stagiaire,Experience
e Accueil et conseil client,Experience
"Université, Faculté de Philosophie Strasbourg,",Education
e Nombreux projets personnels et professionnels pour mettre en,Education
28/04au = Contrat temporaire.,Experience
STEWARD chez Fly Dubai,Experience
Appareillages Electriques. Responsable de projet industrialisation. Co-,Experience
Régles de sécurité (Avancé),Skills
+ Prospection téléphonique,Experience
Gestion des sites et de ses clients.,Experience
containers . Utilisation d'un transpalette Caces 1,Experience
e —_Exécution des scénarion IHM de test,Experience
2016-2018,Education
TURQUIE AGENCE D’EXCURSION: COMMUNICATION SUR LES,Experience
Préparateur de commande,Experience
2022.,Experience
*¢ Gestion des stocks,Experience
responsable hiérarchique et la comptabilité,Skills
» Suivi de l'implantation du logiciel SAP,Experience
"~® Gestion des honoraires et des frais professionnels, établissement de devis, facturation, tenue de l’échéancier,",Experience
> VPN - IPv4,Skills
2020 - Ce jour > CHEFFE PRODUIT JUNIOR > Knauf Insulation,Experience
- Création de supports de communication,Experience
Licence de steward : UAE-2010 dans les autorités civiles d’aviation.,Skills
"Master 2 : 2022 - 2023, alternance chez Groupe Pasteur Mutualité",Education
"e Enlévement de matériel gravas, chargement des bennes",Skills
e Nettoyage de matériel utilisé et de chantier,Skills
"¢ Gestion : Stratégie d'entreprise, gestion de projet",Skills
e Capacité a suivre des instructions et a obtenir des,Skills
e Expérience en supervision,Skills
Mettre a disposition d'un public des fonds,Skills
= Février —juin 2010:minis projets :,Education
"Investissements alternatifs, VBA, Gestion financiére internationale (prévision du taux de change, gestion du risque",Education
"o Recensement des besoins de formation, organisation et suivi",Skills
- Dynamique.,Skills
e Actions commerciales sur la surface de vente,Experience
* Elaboration des factures clients et contrdle des factures fournisseurs,Experience
"génériques audiovisuels pour les vidéos de mariages et de tous types d’événements, et gestion",Experience
"L’EQUIPE, SCIENCES & AVENIR, Télévision Lyon Métropole",Experience
du résultat vid’ nt et constitution de caisse,Skills
Espagnol | Scolaire,Skills
e Comptabilité de base,Education
"(Résultats, analyses, actions)",Experience
m= = Du 8 Janvier au 9 Février 201,Experience
-> TOEIC : 985/990,Skills
e Assurer le développement du systeme SAP module PM,Experience
e Suite adobe,Skills
2013-2014 - Classe préparatoire option Techniques et Sciences de l’ingénieur (TSI).,Education
Anglais : Courant,Skills
Garde d'enfant,Experience
INGENIEUR EN CONCEPTION MECANIQUE & GESTION PROJET,Experience
problématique industrielle,Education
¢ Gestion administrative,Experience
2022,Experience
Paris 20,Education
"= Concevoir les opérations commerciales selon les marges, le Anglais intermediaire",Skills
v Création de Massif,Experience
1mois /2 semaines ©§ COLLEGE LA CAPELETTE Marseille,Experience
- Dépannage et réparations informatique,Experience
"*Microsoft office (Word, power point, Excel)",Skills
Outils :,Skills
e Accueillir les personnes,Skills
Employée de restauration,Experience
"Woodbrass.com Paris 19, responsable logistique",Experience
BB Novembre 2020 - Aotit 2022 vee,Experience
> Implemented a NVQ Skills Testing Environment for Vodafone Employees,Experience
"2018 - Agent d’exploitation, Deolan (secteur aéroportuaire) ; Mérignac",Experience
d'affacturage,Skills
SAP Business Object © © ©,Skills
Master 2 Achats Internationaux en alternance,Education
ment aux normes en vigueur dans,Skills
REACTJS / NEXT.JS / IONIC,Skills
"» Archiver, classer",Skills
EE 40 %,Skills
e Maitrise des techniques de recrutement,Skills
¢ Co-proposed new product development strategies which constructed the correlation relationship,Experience
| Wana ket rele tea uelltts,Education
"e Gestion du rayon charcuterie et traiteur Is , des commandes, des",Experience
ouvriére dans le secteur des Travaux Publics ? »,Education
2018 — 2019,Education
e Maitrise des Sciences et Techniques en Hotellerie-Restauration +,Education
MBA 2 « Achat et supply chain » 2022 - 2023,Education
mela 10s),Skills
Ww | wa ee EE,Skills
BAC +3 Licence comptabilité,Education
Preparatory classes (maths & physics) for the French Engineering Schools entrance exams Sep. 2019 — Jul. 2021,Education
VBA @e0e000@0@0000,Skills
Préparation des plannings horaires semaines prévisionnel (n+ 3).,Skills
"e Accueillir le client, identifier ses besoins et le conseiller sur les produits et",Experience
2021-2024 | BUT Techniques de commercialisation,Education
- Maitrise des systémes d'exploitation,Skills
Recherche des marchés publics,Experience
SOCIETE CRUSTA C (VITROLLES),Experience
e Reprise et installation de réseaux d'eaux,Experience
MANUFACTURING - INTERNSHIP,Experience
Mention Assez Bien,Education
"» Suivre I’état des stocks, Prise de commandes fournisseurs",Experience
¢ Presentations,Skills
e Conduite de diverses études touchant au confort,Experience
DEMAIN ENSEMBLE ACCOMPAGNATRICE DE PERSONNES AGEES -— Lyon 9¢me,Experience
» Point focal de production A350 (Airbus — Toulouse — 20 mois —intérim).,Experience
stocks. Prise des commandes et vérification des DLC / rotation,Experience
